X.SXVP1.,X.SXVP1..1,X0,startloc,endloc
SATP1,VAPP1,911.603979,20,32
SATP1,BAMP1,473.1234682,20,33
SATP1,RPRP1,454.69872,20,34
SATP1,STVP1,940.7908261,20,35
SATP1,IDRP1,801.615323,20,36
SATP1,NURP1,659.4918807,20,37
SATP1,SBPP1,564.8598975,20,38
SATP1,BDQP1,981.4194646,20,39
SATP1,AMDP1,1073.216689,20,40
SATP1,KDJP1,714.9357572,20,41
SATP1,BHCP1,738.0559402,20,42
SATP1,KHRP1,1069.94746,20,43
SATP1,CORP1,1072.395356,20,44
SATP1,JHSP1,953.1797138,20,45
SATP1,IXWP1,843.4430186,20,46
SATP1,BHLP1,1117.577096,20,47
SATP1,VNSP1,924.9117242,20,48
SATP1,AUBP1,915.4105452,20,49
SATP1,KNUP1,1008.612508,20,50
SATP1,DBDP1,940.0573963,20,51
SATP1,CCUP1,975.4334526,20,52
SATP1,SYNP1,1132.28123,20,53
SATP1,JAIP1,1203.540056,20,54
SATP1,AGRP1,1150.083181,20,55
SATP1,AGRP2,1168.811675,20,56
SATP1,GKPP1,1088.397691,20,57
SATP1,BPCP1,1079.672169,20,58
SATP1,MZUP1,1102.668825,20,59
SATP1,DELP1,1300.509343,20,60
SATP1,DELP3,1346.76575,20,61
SATP1,PGHP1,1308.736351,20,62
SATP1,NJPP1,1308.980226,20,63
SATP1,AMBP1,1509.873654,20,64
SATP1,BKSP1,1365.689353,20,65
SATP1,GAUP1,1510.190861,20,66
SSEP1,SXVP1,712.2979411,21,1
SSEP1,KRIP1,631.0475987,21,2
SSEP1,BLRP2,587.6114491,21,3
SSEP1,MULP1,580.1503921,21,4
SSEP1,BLRP1,533.4317096,21,5
SSEP1,BAGP1,488.5989522,21,6
SSEP1,MAAP1,694.5517671,21,7
SSEP1,GDRP1,590.047084,21,8
SSEP1,CTAP1,390.5776238,21,9
SSEP1,GTYP1,355.0700276,21,10
SSEP1,KRNP1,308.2891861,21,11
SSEP1,HBXP1,280.6316482,21,12
SSEP1,PGRP1,457.4093141,21,13
SSEP1,VGAP1,529.0385675,21,14
SSEP1,BGMP1,250.3982657,21,15
SSEP1,HYDP1,267.8368553,21,16
SSEP1,HYDP2,252.5069702,21,17
SSEP1,NPWP1,206.6647572,21,18
SSEP1,TPNP1,279.8643648,21,19
SSEP1,SATP1,539.836931,21,20
SSEP1,SSEP1,0,21,21
SSEP1,STRP1,191.0488103,21,22
SSEP1,NDCP1,222.2745287,21,23
SSEP1,VTZP1,755.0819817,21,24
SSEP1,ADBP1,349.5017761,21,25
SSEP1,PNQP1,245.5998838,21,26
SSEP1,AWBP1,238.4942023,21,27
SSEP1,MLGP1,303.6818784,21,28
SSEP1,BOMP1,336.3135528,21,29
SSEP1,NAGP1,496.1445005,21,30
SSEP1,DHIP1,364.587658,21,31
SSEP1,VAPP1,423.4420235,21,32
SSEP1,BAMP1,961.6536829,21,33
SSEP1,RPRP1,711.9884218,21,34
SSEP1,STVP1,485.264703,21,35
SSEP1,IDRP1,547.9414012,21,36
SSEP1,NURP1,676.6850311,21,37
SSEP1,SBPP1,938.0347505,21,38
SSEP1,BDQP1,576.503343,21,39
SSEP1,AMDP1,665.4239599,21,40
SSEP1,KDJP1,1127.297871,21,41
SSEP1,BHCP1,1186.715126,21,42
SSEP1,KHRP1,735.9155751,21,43
SSEP1,CORP1,802.7224453,21,44
SSEP1,JHSP1,903.1460804,21,45
SSEP1,IXWP1,1230.175921,21,46
SSEP1,BHLP1,856.5494516,21,47
SSEP1,VNSP1,1126.73445,21,48
SSEP1,AUBP1,1180.477154,21,49
SSEP1,KNUP1,1063.622507,21,50
SSEP1,DBDP1,1298.234134,21,51
SSEP1,CCUP1,1403.439443,21,52
SSEP1,SYNP1,1054.766567,21,53
SSEP1,JAIP1,1017.730299,21,54
SSEP1,AGRP1,1083.434844,21,55
SSEP1,AGRP2,1085.638635,21,56
SSEP1,GKPP1,1258.03181,21,57
SSEP1,BPCP1,1469.556156,21,58
SSEP1,MZUP1,1359.731914,21,59
SSEP1,DELP1,1178.658334,21,60
SSEP1,DELP3,1240.140042,21,61
SSEP1,PGHP1,1298.380298,21,62
SSEP1,NJPP1,1634.093623,21,63
SSEP1,AMBP1,1398.026567,21,64
SSEP1,BKSP1,1723.344115,21,65
SSEP1,GAUP1,1896.223524,21,66
STRP1,SXVP1,799.0474327,22,1
STRP1,KRIP1,730.984276,22,2
STRP1,BLRP2,681.7781427,22,3
STRP1,MULP1,696.4482468,22,4
STRP1,BLRP1,619.5583393,22,5
STRP1,BAGP1,598.1098724,22,6
STRP1,MAAP1,835.6959252,22,7
STRP1,GDRP1,743.104504,22,8
STRP1,CTAP1,459.8546127,22,9
STRP1,GTYP1,486.9590173,22,10
STRP1,KRNP1,470.9368664,22,11
STRP1,HBXP1,291.6610287,22,12
STRP1,PGRP1,642.4089234,22,13
STRP1,VGAP1,715.5574793,22,14
STRP1,BGMP1,217.7409579,22,15
STRP1,HYDP1,456.4351662,22,16
STRP1,HYDP2,443.3152498,22,17
STRP1,NPWP1,136.0815246,22,18
STRP1,TPNP1,470.6785305,22,19
STRP1,SATP1,730.303033,22,20
STRP1,SSEP1,191.0488103,22,21
STRP1,STRP1,0,22,22
STRP1,NDCP1,381.6518463,22,23
STRP1,VTZP1,946.1219777,22,24
STRP1,ADBP1,515.4666669,22,25
STRP1,PNQP1,107.7633541,22,26
STRP1,AWBP1,277.677242,22,27
STRP1,MLGP1,416.8967328,22,28
STRP1,BOMP1,195.1563521,22,29
STRP1,NAGP1,635.6478241,22,30
STRP1,DHIP1,356.0999375,22,31
STRP1,VAPP1,312.6776775,22,32
STRP1,BAMP1,1149.247496,22,33
STRP1,RPRP1,876.0641045,22,34
STRP1,STVP1,397.3191564,22,35
STRP1,IDRP1,580.839149,22,36
STRP1,NURP1,791.1902372,22,37
STRP1,SBPP1,1110.904138,22,38
STRP1,BDQP1,515.4636399,22,39
STRP1,AMDP1,592.0522304,22,40
STRP1,KDJP1,1302.748198,22,41
STRP1,BHCP1,1367.272978,22,42
STRP1,KHRP1,700.7860628,22,43
STRP1,CORP1,794.7383891,22,44
STRP1,JHSP1,975.6694928,22,45
STRP1,IXWP1,1399.615338,22,46
STRP1,BHLP1,848.100216,22,47
STRP1,VNSP1,1259.210501,22,48
STRP1,AUBP1,1326.014581,22,49
STRP1,KNUP1,1159.351017,22,50
STRP1,DBDP1,1461.059775,22,51
STRP1,CCUP1,1578.514922,22,52
STRP1,SYNP1,1107.749686,22,53
STRP1,JAIP1,1031.21501,22,54
STRP1,AGRP1,1138.663426,22,55
STRP1,AGRP2,1134.857503,22,56
STRP1,GKPP1,1377.846131,22,57
STRP1,BPCP1,1636.535211,22,58
STRP1,MZUP1,1498.877057,22,59
STRP1,DELP1,1208.821111,22,60
STRP1,DELP3,1273.255088,22,61
STRP1,PGHP1,1363.037587,22,62
STRP1,NJPP1,1784.76221,22,63
STRP1,AMBP1,1423.121774,22,64
STRP1,BKSP1,1880.610132,22,65
STRP1,GAUP1,2058.572035,22,66
NDCP1,SXVP1,830.646711,23,1
NDCP1,KRIP1,739.8282813,23,2
NDCP1,BLRP2,706.3661383,23,3
NDCP1,MULP1,672.5023106,23,4
NDCP1,BLRP1,665.3340762,23,5
NDCP1,BAGP1,599.0689141,23,6
NDCP1,MAAP1,739.0291527,23,7
NDCP1,GDRP1,620.3954171,23,8
NDCP1,CTAP1,552.7211501,23,9
NDCP1,GTYP1,456.14637,23,10
NDCP1,KRNP1,364.8413322,23,11
NDCP1,HBXP1,487.7639716,23,12
NDCP1,PGRP1,405.6653983,23,13
NDCP1,VGAP1,459.4237758,23,14
NDCP1,BGMP1,470.1095444,23,15
NDCP1,HYDP1,238.3076547,23,16
NDCP1,HYDP2,199.1017385,23,17
NDCP1,NPWP1,428.445533,23,18
NDCP1,TPNP1,186.2170829,23,19
NDCP1,SATP1,433.6666095,23,20
NDCP1,SSEP1,222.2745287,23,21
NDCP1,STRP1,381.6518463,23,22
NDCP1,NDCP1,0.000134414,23,23
NDCP1,VTZP1,617.0104666,23,24
NDCP1,ADBP1,133.8788326,23,25
NDCP1,PNQP1,383.325115,23,26
NDCP1,AWBP1,213.195847,23,27
NDCP1,MLGP1,127.7345285,23,28
NDCP1,BOMP1,448.2883412,23,29
NDCP1,NAGP1,275.3282871,23,30
NDCP1,DHIP1,327.8589883,23,31
NDCP1,VAPP1,483.4661555,23,32
NDCP1,BAMP1,785.4642494,23,33
NDCP1,RPRP1,495.3417042,23,34
NDCP1,STVP1,507.2850137,23,35
NDCP1,IDRP1,419.4163285,23,36
NDCP1,NURP1,464.2678571,23,37
NDCP1,SBPP1,729.4316083,23,38
NDCP1,BDQP1,552.3419357,23,39
NDCP1,AMDP1,645.0289687,23,40
NDCP1,KDJP1,921.7583224,23,41
NDCP1,BHCP1,989.2323945,23,42
NDCP1,KHRP1,663.9121165,23,43
NDCP1,CORP1,695.3181654,23,44
NDCP1,JHSP1,714.2181344,23,45
NDCP1,IXWP1,1018.082087,23,46
NDCP1,BHLP1,746.3800637,23,47
NDCP1,VNSP1,905.1962263,23,48
NDCP1,AUBP1,958.3725952,23,49
NDCP1,KNUP1,856.4400083,23,50
NDCP1,DBDP1,1081.44085,23,51
NDCP1,CCUP1,1197.253369,23,52
NDCP1,SYNP1,877.9557153,23,53
NDCP1,JAIP1,877.8203586,23,54
NDCP1,AGRP1,904.1938403,23,55
NDCP1,AGRP2,911.2814787,23,56
NDCP1,GKPP1,1039.17703,23,57
NDCP1,BPCP1,1255.553016,23,58
NDCP1,MZUP1,1137.472969,23,59
NDCP1,DELP1,1018.75798,23,60
NDCP1,DELP3,1076.42367,23,61
NDCP1,PGHP1,1108.717659,23,62
NDCP1,NJPP1,1412.945332,23,63
NDCP1,AMBP1,1238.677369,23,64
NDCP1,BKSP1,1504.174941,23,65
NDCP1,GAUP1,1679.445648,23,66
VTZP1,SXVP1,843.6971417,24,1
VTZP1,KRIP1,762.922913,24,2
VTZP1,BLRP2,770.9598886,24,3
VTZP1,MULP1,686.1979517,24,4
VTZP1,BLRP1,783.0789069,24,5
VTZP1,BAGP1,699.1299138,24,6
VTZP1,MAAP1,591.5698937,24,7
VTZP1,GDRP1,511.4827123,24,8
VTZP1,CTAP1,799.6885407,24,9
VTZP1,GTYP1,637.0797799,24,10
VTZP1,KRNP1,558.1560925,24,11
VTZP1,HBXP1,878.7229131,24,12
VTZP1,PGRP1,348.6974094,24,13
VTZP1,VGAP1,280.8774919,24,14
VTZP1,BGMP1,916.8845998,24,15
VTZP1,HYDP1,497.1727839,24,16
VTZP1,HYDP2,503.7031842,24,17
VTZP1,NPWP1,924.533865,24,18
VTZP1,TPNP1,475.8531148,24,19
VTZP1,SATP1,224.7676611,24,20
VTZP1,SSEP1,755.0819817,24,21
VTZP1,STRP1,946.1219777,24,22
VTZP1,NDCP1,617.0104666,24,23
VTZP1,VTZP1,0,24,24
VTZP1,ADBP1,515.3377239,24,25
VTZP1,PNQP1,982.5850128,24,26
VTZP1,AWBP1,828.9838772,24,27
VTZP1,MLGP1,692.2529355,24,28
VTZP1,BOMP1,1058.825358,24,29
VTZP1,NAGP1,574.0638196,24,30
VTZP1,DHIP1,930.1361608,24,31
VTZP1,VAPP1,1100.333629,24,32
VTZP1,BAMP1,265.9841254,24,33
VTZP1,RPRP1,429.0585101,24,34
VTZP1,STVP1,1117.83655,24,35
VTZP1,IDRP1,925.866537,24,36
VTZP1,NURP1,704.715035,24,37
VTZP1,SBPP1,431.7177541,24,38
VTZP1,BDQP1,1140.336746,24,39
VTZP1,AMDP1,1229.044765,24,40
VTZP1,KDJP1,539.5901183,24,41
VTZP1,BHCP1,540.8414312,24,42
VTZP1,KHRP1,1200.493009,24,43
VTZP1,CORP1,1180.090855,24,44
VTZP1,JHSP1,986.5018616,24,45
VTZP1,IXWP1,674.4064474,24,46
VTZP1,BHLP1,1219.447176,24,47
VTZP1,VNSP1,846.5396251,24,48
VTZP1,AUBP1,805.8324966,24,49
VTZP1,KNUP1,991.8691951,24,50
VTZP1,DBDP1,780.7592162,24,51
VTZP1,CCUP1,780.4760966,24,52
VTZP1,SYNP1,1162.355252,24,53
VTZP1,JAIP1,1272.159878,24,54
VTZP1,AGRP1,1174.506942,24,55
VTZP1,AGRP2,1198.777695,24,56
VTZP1,GKPP1,1013.041099,24,57
VTZP1,BPCP1,899.3408422,24,58
VTZP1,MZUP1,984.8605205,24,59
VTZP1,DELP1,1338.610075,24,60
VTZP1,DELP3,1376.394945,24,61
VTZP1,PGHP1,1300.290168,24,62
VTZP1,NJPP1,1151.335846,24,63
VTZP1,AMBP1,1534.608412,24,64
VTZP1,BKSP1,1192.409182,24,65
VTZP1,GAUP1,1322.712991,24,66
ADBP1,SXVP1,876.9608347,25,1
ADBP1,KRIP1,783.4363503,25,2
ADBP1,BLRP2,757.1282192,25,3
ADBP1,MULP1,709.3635368,25,4
ADBP1,BLRP1,725.3974946,25,5
ADBP1,BAGP1,650.0993756,25,6
ADBP1,MAAP1,744.5594315,25,7
ADBP1,GDRP1,623.7339266,25,8
ADBP1,CTAP1,634.7873716,25,9
ADBP1,GTYP1,512.4717948,25,10
ADBP1,KRNP1,409.269677,25,11
ADBP1,HBXP1,598.0189171,25,12
ADBP1,PGRP1,377.8930518,25,13
ADBP1,VGAP1,412.9133099,25,14
ADBP1,BGMP1,590.550677,25,15
ADBP1,HYDP1,265.1943319,25,16
ADBP1,HYDP2,227.3685256,25,17
ADBP1,NPWP1,555.9792492,25,18
ADBP1,TPNP1,190.8505761,25,19
ADBP1,SATP1,364.1688301,25,20
ADBP1,SSEP1,349.5017761,25,21
ADBP1,STRP1,515.4666669,25,22
ADBP1,NDCP1,133.8788326,25,23
ADBP1,VTZP1,515.3377239,25,24
ADBP1,ADBP1,0,25,25
ADBP1,PNQP1,514.1853063,25,26
ADBP1,AWBP1,323.7175136,25,27
ADBP1,MLGP1,176.9279816,25,28
ADBP1,BOMP1,573.4908233,25,29
ADBP1,NAGP1,176.1315296,25,30
ADBP1,DHIP1,415.1917207,25,31
ADBP1,VAPP1,594.4281387,25,32
ADBP1,BAMP1,660.6127736,25,33
ADBP1,RPRP1,362.9769845,25,34
ADBP1,STVP1,604.0607981,25,35
ADBP1,IDRP1,438.4322827,25,36
ADBP1,NURP1,378.8911647,25,37
ADBP1,SBPP1,595.5530583,25,38
ADBP1,BDQP1,626.5060926,25,39
ADBP1,AMDP1,716.5470233,25,40
ADBP1,KDJP1,787.9699606,25,41
ADBP1,BHCP1,856.5754959,25,42
ADBP1,KHRP1,705.8031524,25,43
ADBP1,CORP1,711.9938472,25,44
ADBP1,JHSP1,655.5653061,25,45
ADBP1,IXWP1,884.5295455,25,46
ADBP1,BHLP1,758.9944107,25,47
ADBP1,VNSP1,789.6109244,25,48
ADBP1,AUBP1,834.2054218,25,49
ADBP1,KNUP1,770.7123134,25,50
ADBP1,DBDP1,949.4090759,25,51
ADBP1,CCUP1,1063.393581,25,52
ADBP1,SYNP1,828.8320284,25,53
ADBP1,JAIP1,862.9693591,25,54
ADBP1,AGRP1,851.9919404,25,55
ADBP1,AGRP2,864.0030043,25,56
ADBP1,GKPP1,931.1411933,25,57
ADBP1,BPCP1,1122.474,25,58
ADBP1,MZUP1,1016.238769,25,59
ADBP1,DELP1,983.3945891,25,60
ADBP1,DELP3,1036.594056,25,61
ADBP1,PGHP1,1042.183288,25,62
ADBP1,NJPP1,1285.283985,25,63
ADBP1,AMBP1,1200.634772,25,64
ADBP1,BKSP1,1373.852373,25,65
ADBP1,GAUP1,1547.492468,25,66
PNQP1,SXVP1,903.114386,26,1
PNQP1,KRIP1,832.5435297,26,2
PNQP1,BLRP2,784.1706151,26,3
PNQP1,MULP1,794.1472264,26,4
PNQP1,BLRP1,722.9442646,26,5
PNQP1,BAGP1,696.8405921,26,6
PNQP1,MAAP1,926.044211,26,7
PNQP1,GDRP1,827.8444253,26,8
PNQP1,CTAP1,564.3817699,26,9
PNQP1,GTYP1,578.3507303,26,10
PNQP1,KRNP1,549.0767804,26,11
PNQP1,HBXP1,399.0838905,26,12
PNQP1,PGRP1,701.6050641,26,13
PNQP1,VGAP1,771.9736896,26,14
PNQP1,BGMP1,325.4363401,26,15
PNQP1,HYDP1,510.2591742,26,16
PNQP1,HYDP2,489.7877273,26,17
PNQP1,NPWP1,243.7285709,26,18
PNQP1,TPNP1,509.3997251,26,19
PNQP1,SATP1,775.6099927,26,20
PNQP1,SSEP1,245.5998838,26,21
PNQP1,STRP1,107.7633541,26,22
PNQP1,NDCP1,383.325115,26,23
PNQP1,VTZP1,982.5850128,26,24
PNQP1,ADBP1,514.1853063,26,25
PNQP1,PNQP1,0,26,26
PNQP1,AWBP1,223.3650428,26,27
PNQP1,MLGP1,384.1052127,26,28
PNQP1,BOMP1,94.13981621,26,29
PNQP1,NAGP1,607.9970485,26,30
PNQP1,DHIP1,268.4062307,26,31
PNQP1,VAPP1,205.5164501,26,32
PNQP1,BAMP1,1167.732409,26,33
PNQP1,RPRP1,863.4464924,26,34
PNQP1,STVP1,289.607601,26,35
PNQP1,IDRP1,498.4733019,26,36
PNQP1,NURP1,742.8332162,26,37
PNQP1,SBPP1,1105.208777,26,38
PNQP1,BDQP1,409.1655152,26,39
PNQP1,AMDP1,484.4636886,26,40
PNQP1,KDJP1,1298.940279,26,41
PNQP1,BHCP1,1370.527975,26,42
PNQP1,KHRP1,596.9133083,26,43
PNQP1,CORP1,695.746716,26,44
PNQP1,JHSP1,902.4041824,26,45
PNQP1,IXWP1,1387.855076,26,46
PNQP1,BHLP1,748.5782064,26,47
PNQP1,VNSP1,1216.366224,26,48
PNQP1,AUBP1,1292.323767,26,49
PNQP1,KNUP1,1095.410642,26,50
PNQP1,DBDP1,1441.874114,26,51
PNQP1,CCUP1,1572.819684,26,52
PNQP1,SYNP1,1025.102076,26,53
PNQP1,JAIP1,936.0639779,26,54
PNQP1,AGRP1,1056.649028,26,55
PNQP1,AGRP2,1050.589823,26,56
PNQP1,GKPP1,1325.865725,26,57
PNQP1,BPCP1,1620.872604,26,58
PNQP1,MZUP1,1459.221716,26,59
PNQP1,DELP1,1117.586784,26,60
PNQP1,DELP3,1182.632341,26,61
PNQP1,PGHP1,1283.367193,26,62
PNQP1,NJPP1,1752.904789,26,63
PNQP1,AMBP1,1329.459846,26,64
PNQP1,BKSP1,1854.260716,26,65
PNQP1,GAUP1,2036.610561,26,66
AWBP1,SXVP1,948.018572,27,1
AWBP1,KRIP1,864.2672168,27,2
AWBP1,BLRP2,822.717435,27,3
AWBP1,MULP1,808.2911783,27,4
AWBP1,BLRP1,770.4399209,27,5
AWBP1,BAGP1,720.8752237,27,6
AWBP1,MAAP1,905.1182067,27,7
AWBP1,GDRP1,792.1710945,27,8
AWBP1,CTAP1,629.0125054,27,9
AWBP1,GTYP1,582.0344953,27,10
AWBP1,KRNP1,514.7709157,27,11
AWBP1,HBXP1,505.2711671,27,12
AWBP1,PGRP1,605.5110752,27,13
AWBP1,VGAP1,665.3392875,27,14
AWBP1,BGMP1,454.8200063,27,15
AWBP1,HYDP1,420.7721159,27,16
AWBP1,HYDP2,387.2035576,27,17
AWBP1,NPWP1,384.8631676,27,18
AWBP1,TPNP1,387.9396273,27,19
AWBP1,SATP1,645.6892004,27,20
AWBP1,SSEP1,238.4942023,27,21
AWBP1,STRP1,277.677242,27,22
AWBP1,NDCP1,213.195847,27,23
AWBP1,VTZP1,828.9838772,27,24
AWBP1,ADBP1,323.7175136,27,25
AWBP1,PNQP1,223.3650428,27,26
AWBP1,AWBP1,9.50E-05,27,27
AWBP1,MLGP1,166.7754792,27,28
AWBP1,BOMP1,258.2173585,27,29
AWBP1,NAGP1,388.8447567,27,30
AWBP1,DHIP1,131.8881152,27,31
AWBP1,VAPP1,271.8680854,27,32
AWBP1,BAMP1,983.8523254,27,33
AWBP1,RPRP1,651.2189009,27,34
AWBP1,STVP1,295.6073811,27,35
AWBP1,IDRP1,316.4000578,27,36
AWBP1,NURP1,520.2874129,27,37
AWBP1,SBPP1,896.3827305,27,38
AWBP1,BDQP1,356.5683059,27,39
AWBP1,AMDP1,449.021819,27,40
AWBP1,KDJP1,1090.4867,27,41
AWBP1,BHCP1,1167.889501,27,42
AWBP1,KHRP1,500.594873,27,43
AWBP1,CORP1,564.2875199,27,44
AWBP1,JHSP1,699.3158232,27,45
AWBP1,IXWP1,1173.289872,27,46
AWBP1,BHLP1,618.1492267,27,47
AWBP1,VNSP1,993.2085352,27,48
AWBP1,AUBP1,1069.308033,27,49
AWBP1,KNUP1,881.8731687,27,50
AWBP1,DBDP1,1223.10259,27,51
AWBP1,CCUP1,1361.82839,27,52
AWBP1,SYNP1,837.3884402,27,53
AWBP1,JAIP1,783.0674015,27,54
AWBP1,AGRP1,867.5567914,27,55
AWBP1,AGRP2,866.1197743,27,56
AWBP1,GKPP1,1105.064133,27,57
AWBP1,BPCP1,1403.515571,27,58
AWBP1,MZUP1,1235.879752,27,59
AWBP1,DELP1,950.0791008,27,60
AWBP1,DELP3,1012.982177,27,61
AWBP1,PGHP1,1089.404556,27,62
AWBP1,NJPP1,1529.975743,27,63
AWBP1,AMBP1,1168.045066,27,64
AWBP1,BKSP1,1632.434462,27,65
AWBP1,GAUP1,1816.042729,27,66
MLGP1,SXVP1,956.3186916,28,1
MLGP1,KRIP1,866.1365381,28,2
MLGP1,BLRP2,831.5555229,28,3
MLGP1,MULP1,799.7121318,28,4
MLGP1,BLRP1,788.5282609,28,5
MLGP1,BAGP1,724.6127868,28,6
MLGP1,MAAP1,865.7770894,28,7
MLGP1,GDRP1,746.6267001,28,8
MLGP1,CTAP1,668.5378873,28,9
MLGP1,GTYP1,581.4916204,28,10
MLGP1,KRNP1,492.2443462,28,11
MLGP1,HBXP1,583.3644806,28,12
MLGP1,PGRP1,523.2139437,28,13
MLGP1,VGAP1,570.5028721,28,14
MLGP1,BGMP1,552.0367425,28,15
MLGP1,HYDP1,365.0494669,28,16
MLGP1,HYDP2,325.3414629,28,17
MLGP1,NPWP1,496.4062544,28,18
MLGP1,TPNP1,307.4146249,28,19
MLGP1,SATP1,532.8534028,28,20
MLGP1,SSEP1,303.6818784,28,21
MLGP1,STRP1,416.8967328,28,22
MLGP1,NDCP1,127.7345285,28,23
MLGP1,VTZP1,692.2529355,28,24
MLGP1,ADBP1,176.9279816,28,25
MLGP1,PNQP1,384.1052127,28,26
MLGP1,AWBP1,166.7754792,28,27
MLGP1,MLGP1,9.50E-05,28,28
MLGP1,BOMP1,424.9874975,28,29
MLGP1,NAGP1,223.8970149,28,30
MLGP1,DHIP1,239.0686578,28,31
MLGP1,VAPP1,426.8665479,28,32
MLGP1,BAMP1,826.5143313,28,33
MLGP1,RPRP1,484.4560968,28,34
MLGP1,STVP1,428.9204937,28,35
MLGP1,IDRP1,292.1540502,28,36
MLGP1,NURP1,377.9837931,28,37
MLGP1,SBPP1,729.8467326,28,38
MLGP1,BDQP1,450.556433,28,39
MLGP1,AMDP1,541.4052339,28,40
MLGP1,KDJP1,923.9215591,28,41
MLGP1,BHCP1,1002.426314,28,42
MLGP1,KHRP1,543.6618569,28,43
MLGP1,CORP1,568.6344172,28,44
MLGP1,JHSP1,601.9866494,28,45
MLGP1,IXWP1,1006.750617,28,46
MLGP1,BHLP1,619.2911364,28,47
MLGP1,VNSP1,842.3660228,28,48
MLGP1,AUBP1,910.9912111,28,49
MLGP1,KNUP1,760.4752694,28,50
MLGP1,DBDP1,1058.090694,28,51
MLGP1,CCUP1,1195.054372,28,52
MLGP1,SYNP1,759.8073303,28,53
MLGP1,JAIP1,750.8463103,28,54
MLGP1,AGRP1,787.1781873,28,55
MLGP1,AGRP2,792.2089413,28,56
MLGP1,GKPP1,964.0611102,28,57
MLGP1,BPCP1,1237.803541,28,58
MLGP1,MZUP1,1082.161579,28,59
MLGP1,DELP1,895.3654282,28,60
MLGP1,DELP3,954.1372667,28,61
MLGP1,PGHP1,997.6040112,28,62
MLGP1,NJPP1,1370.935288,28,63
MLGP1,AMBP1,1115.491662,28,64
MLGP1,BKSP1,1470.572779,28,65
MLGP1,GAUP1,1652.506466,28,66
BOMP1,SXVP1,994.0926698,29,1
BOMP1,KRIP1,924.9790254,29,2
BOMP1,BLRP2,876.1935806,29,3
BOMP1,MULP1,887.7451041,29,4
BOMP1,BLRP1,814.3755516,29,5
BOMP1,BAGP1,790.175152,29,6
BOMP1,MAAP1,1020.158444,29,7
BOMP1,GDRP1,921.5170383,29,8
BOMP1,CTAP1,654.946156,29,9
BOMP1,GTYP1,672.4840987,29,10
BOMP1,KRNP1,642.0586623,29,11
BOMP1,HBXP1,485.5212193,29,12
BOMP1,PGRP1,789.0250435,29,13
BOMP1,VGAP1,858.0874398,29,14
BOMP1,BGMP1,408.712906,29,15
BOMP1,HYDP1,596.9776669,29,16
BOMP1,HYDP2,574.0404004,29,17
BOMP1,NPWP1,327.5370953,29,18
BOMP1,TPNP1,590.2663844,29,19
BOMP1,SATP1,857.1177003,29,20
BOMP1,SSEP1,336.3135528,29,21
BOMP1,STRP1,195.1563521,29,22
BOMP1,NDCP1,448.2883412,29,23
BOMP1,VTZP1,1058.825358,29,24
BOMP1,ADBP1,573.4908233,29,25
BOMP1,PNQP1,94.13981621,29,26
BOMP1,AWBP1,258.2173585,29,27
BOMP1,MLGP1,424.9874975,29,28
BOMP1,BOMP1,0,29,29
BOMP1,NAGP1,645.8979376,29,30
BOMP1,DHIP1,254.7342814,29,31
BOMP1,VAPP1,123.6825211,29,32
BOMP1,BAMP1,1232.965307,29,33
BOMP1,RPRP1,909.4362464,29,34
BOMP1,STVP1,215.4509026,29,35
BOMP1,IDRP1,480.7082736,29,36
BOMP1,NURP1,759.652296,29,37
BOMP1,SBPP1,1154.454151,29,38
BOMP1,BDQP1,342.9396786,29,39
BOMP1,AMDP1,409.1421065,29,40
BOMP1,KDJP1,1348.568461,29,41
BOMP1,BHCP1,1424.914792,29,42
BOMP1,KHRP1,536.5105273,29,43
BOMP1,CORP1,645.9739025,29,44
BOMP1,JHSP1,889.8542074,29,45
BOMP1,IXWP1,1431.130354,29,46
BOMP1,BHLP1,697.1874067,29,47
BOMP1,VNSP1,1233.963261,29,48
BOMP1,AUBP1,1317.88045,29,49
BOMP1,KNUP1,1092.181068,29,50
BOMP1,DBDP1,1479.053757,29,51
BOMP1,CCUP1,1620.041374,29,52
BOMP1,SYNP1,999.3112347,29,53
BOMP1,JAIP1,891.6167227,29,54
BOMP1,AGRP1,1031.511587,29,55
BOMP1,AGRP2,1022.372581,29,56
BOMP1,GKPP1,1333.941317,29,57
BOMP1,BPCP1,1660.250885,29,58
BOMP1,MZUP1,1478.593008,29,59
BOMP1,DELP1,1078.622882,29,60
BOMP1,DELP3,1144.316198,29,61
BOMP1,PGHP1,1260.106321,29,62
BOMP1,NJPP1,1778.30204,29,63
BOMP1,AMBP1,1285.719806,29,64
BOMP1,BKSP1,1884.162439,29,65
BOMP1,GAUP1,2069.790354,29,66
NAGP1,SXVP1,1050.702025,30,1
NAGP1,KRIP1,956.902189,30,2
NAGP1,BLRP2,931.9731955,30,3
NAGP1,MULP1,881.591505,30,4
NAGP1,BLRP1,901.3004879,30,5
NAGP1,BAGP1,825.2660304,30,6
NAGP1,MAAP1,904.7689289,30,7
NAGP1,GDRP1,784.5773274,30,8
NAGP1,CTAP1,809.5700952,30,9
NAGP1,GTYP1,688.4409288,30,10
NAGP1,KRNP1,584.6758607,30,11
NAGP1,HBXP1,761.7559928,30,12
NAGP1,PGRP1,529.3894456,30,13
NAGP1,VGAP1,549.1052992,30,14
NAGP1,BGMP1,745.2745773,30,15
NAGP1,HYDP1,440.1802774,30,16
NAGP1,HYDP2,403.0866762,30,17
